treated,trump_approval,video_id,vote_pres_2020,vote_pres_2024,democratic_party_fav,republican_party_fav,trump_fav,biden_fav,text,maxdiff_mean,sample_size,partisanship,persuadability_score
1,0,92.0,Republican Donald Trump,Democrat Kamala Harris,Very unfavorable,Very unfavorable,Very Unfavorable,Very Unfavorable,Donald Trump's budget cuts would take away job training and education programs that help parents learn new skills and find better-paying work to support their families.,0.504333136254596,995.0,Republican,0.11095144073645347
1,0,92.0,Democrat Joe Biden,Democrat Kamala Harris,Somewhat unfavorable,Very unfavorable,Very Unfavorable,Somewhat Favorable,Donald Trump's budget cuts would take away job training and education programs that help parents learn new skills and find better-paying work to support their families.,0.504333136254596,995.0,Democrat,0.49138470090139796
1,1,92.0,Republican Donald Trump,Republican Donald Trump,Very unfavorable,Very favorable,Very Favorable,Very Unfavorable,Donald Trump's budget cuts would take away job training and education programs that help parents learn new skills and find better-paying work to support their families.,0.504333136254596,995.0,Republican,0.23194301302370302
1,1,92.0,Republican Donald Trump,Republican Donald Trump,Somewhat unfavorable,Somewhat favorable,Somewhat Favorable,Somewhat Unfavorable,Donald Trump's budget cuts would take away job training and education programs that help parents learn new skills and find better-paying work to support their families.,0.504333136254596,995.0,Independent,0.48548011426131854
1,1,92.0,Republican Donald Trump,other_did_not_vote,Never heard of/Not sure,Very unfavorable,Very Favorable,Very Unfavorable,Donald Trump's budget cuts would take away job training and education programs that help parents learn new skills and find better-paying work to support their families.,0.504333136254596,995.0,Republican,0.665238443404139
1,1,92.0,Democrat Joe Biden,Democrat Kamala Harris,Very unfavorable,Very favorable,Very Favorable,Very Unfavorable,Donald Trump's budget cuts would take away job training and education programs that help parents learn new skills and find better-paying work to support their families.,0.504333136254596,995.0,Republican,0.5712326746217743
1,1,92.0,Republican Donald Trump,Republican Donald Trump,Very unfavorable,Very favorable,Very Favorable,Very Unfavorable,Donald Trump's budget cuts would take away job training and education programs that help parents learn new skills and find better-paying work to support their families.,0.504333136254596,995.0,Republican,0.23786545440856233
1,0,92.0,Democrat Joe Biden,Democrat Kamala Harris,Somewhat favorable,Somewhat unfavorable,Very Unfavorable,Somewhat Favorable,Donald Trump's budget cuts would take away job training and education programs that help parents learn new skills and find better-paying work to support their families.,0.504333136254596,995.0,Independent,0.9536724410245813
1,1,92.0,Republican Donald Trump,other_did_not_vote,Very unfavorable,Very favorable,Very Favorable,Very Unfavorable,Donald Trump's budget cuts would take away job training and education programs that help parents learn new skills and find better-paying work to support their families.,0.504333136254596,995.0,Republican,0.9250833766541824
1,0,92.0,Democrat Joe Biden,Democrat Kamala Harris,Somewhat unfavorable,Very unfavorable,Very Unfavorable,Somewhat Favorable,Donald Trump's budget cuts would take away job training and education programs that help parents learn new skills and find better-paying work to support their families.,0.504333136254596,995.0,Independent,0.7794081840671047
1,1,92.0,other_did_not_vote,Democrat Kamala Harris,Somewhat favorable,Somewhat favorable,Somewhat Favorable,Somewhat Favorable,Donald Trump's budget cuts would take away job training and education programs that help parents learn new skills and find better-paying work to support their families.,0.504333136254596,995.0,Independent,0.037946009374072553
1,1,92.0,Republican Donald Trump,other_did_not_vote,Somewhat unfavorable,Somewhat favorable,Somewhat Favorable,Very Unfavorable,Donald Trump's budget cuts would take away job training and education programs that help parents learn new skills and find better-paying work to support their families.,0.504333136254596,995.0,Republican,0.4760653404459386
1,0,92.0,Democrat Joe Biden,Democrat Kamala Harris,Very favorable,Very unfavorable,Very Unfavorable,Very Favorable,Donald Trump's budget cuts would take away job training and education programs that help parents learn new skills and find better-paying work to support their families.,0.504333136254596,995.0,Democrat,0.18808937098957024
1,0,92.0,Democrat Joe Biden,Democrat Kamala Harris,Very favorable,Very unfavorable,Very Unfavorable,Very Favorable,Donald Trump's budget cuts would take away job training and education programs that help parents learn new skills and find better-paying work to support their families.,0.504333136254596,995.0,Democrat,0.7308061134331707
1,0,92.0,Democrat Joe Biden,Democrat Kamala Harris,Very favorable,Very unfavorable,Very Unfavorable,Very Favorable,Donald Trump's budget cuts would take away job training and education programs that help parents learn new skills and find better-paying work to support their families.,0.504333136254596,995.0,Democrat,0.3027068792125651
1,0,92.0,Democrat Joe Biden,Democrat Kamala Harris,Somewhat favorable,Very unfavorable,Very Unfavorable,Somewhat Favorable,Donald Trump's budget cuts would take away job training and education programs that help parents learn new skills and find better-paying work to support their families.,0.504333136254596,995.0,Independent,0.33864702697224036
1,0,92.0,Democrat Joe Biden,Democrat Kamala Harris,Somewhat favorable,Very unfavorable,Very Unfavorable,Somewhat Favorable,Donald Trump's budget cuts would take away job training and education programs that help parents learn new skills and find better-paying work to support their families.,0.504333136254596,995.0,Democrat,0.8198370748763835
1,0,92.0,Republican Donald Trump,Republican Donald Trump,Very unfavorable,Very unfavorable,Somewhat Unfavorable,Very Unfavorable,Donald Trump's budget cuts would take away job training and education programs that help parents learn new skills and find better-paying work to support their families.,0.504333136254596,995.0,Independent,0.9492585849865224
1,1,92.0,other_did_not_vote,Republican Donald Trump,Very unfavorable,Somewhat favorable,Somewhat Favorable,Very Unfavorable,Donald Trump's budget cuts would take away job training and education programs that help parents learn new skills and find better-paying work to support their families.,0.504333136254596,995.0,Independent,0.611229036930652
1,0,92.0,Democrat Joe Biden,other_did_not_vote,Somewhat unfavorable,Very unfavorable,Very Unfavorable,Somewhat Unfavorable,Donald Trump's budget cuts would take away job training and education programs that help parents learn new skills and find better-paying work to support their families.,0.504333136254596,995.0,Democrat,0.20215107305782043
1,0,92.0,other_did_not_vote,other_did_not_vote,Very favorable,Somewhat unfavorable,Very Unfavorable,Very Favorable,Donald Trump's budget cuts would take away job training and education programs that help parents learn new skills and find better-paying work to support their families.,0.504333136254596,995.0,Independent,0.23712107629297308
1,1,92.0,other_did_not_vote,other_did_not_vote,Never heard of/Not sure,Never heard of/Not sure,Very Favorable,Very Unfavorable,Donald Trump's budget cuts would take away job training and education programs that help parents learn new skills and find better-paying work to support their families.,0.504333136254596,995.0,Independent,0.10844957336967531
1,1,92.0,Democrat Joe Biden,other_did_not_vote,Somewhat favorable,Somewhat favorable,Somewhat Favorable,Somewhat Favorable,Donald Trump's budget cuts would take away job training and education programs that help parents learn new skills and find better-paying work to support their families.,0.504333136254596,995.0,Independent,0.0807119285997614
1,1,92.0,Republican Donald Trump,Republican Donald Trump,Somewhat unfavorable,Very favorable,Very Favorable,Very Unfavorable,Donald Trump's budget cuts would take away job training and education programs that help parents learn new skills and find better-paying work to support their families.,0.504333136254596,995.0,Republican,0.10768189308346898
1,1,92.0,Republican Donald Trump,Republican Donald Trump,Very unfavorable,Somewhat favorable,Somewhat Unfavorable,Very Unfavorable,Donald Trump's budget cuts would take away job training and education programs that help parents learn new skills and find better-paying work to support their families.,0.504333136254596,995.0,Republican,0.08692630963943149
1,1,92.0,Republican Donald Trump,Republican Donald Trump,Somewhat unfavorable,Somewhat favorable,Very Favorable,Very Unfavorable,Donald Trump's budget cuts would take away job training and education programs that help parents learn new skills and find better-paying work to support their families.,0.504333136254596,995.0,Independent,0.44193616706449945
1,0,92.0,other_did_not_vote,other_did_not_vote,Somewhat favorable,Very unfavorable,Very Unfavorable,Very Favorable,Donald Trump's budget cuts would take away job training and education programs that help parents learn new skills and find better-paying work to support their families.,0.504333136254596,995.0,Independent,0.36433203174910145
1,1,92.0,Republican Donald Trump,Republican Donald Trump,Very unfavorable,Very favorable,Very Favorable,Very Unfavorable,Donald Trump's budget cuts would take away job training and education programs that help parents learn new skills and find better-paying work to support their families.,0.504333136254596,995.0,Republican,0.2460865822937791
1,0,92.0,other_did_not_vote,other_did_not_vote,Very unfavorable,Very unfavorable,Very Unfavorable,Somewhat Favorable,Donald Trump's budget cuts would take away job training and education programs that help parents learn new skills and find better-paying work to support their families.,0.504333136254596,995.0,Independent,0.5802234727044266
1,0,45.0,Democrat Joe Biden,other_did_not_vote,Somewhat unfavorable,Very unfavorable,Very Unfavorable,Somewhat Favorable,Donald Trump's attacks on local government funding would force many communities to close public libraries and community centers that families depend on.,0.506195185350317,987.0,Democrat,0.18830534953860245
1,0,45.0,other_did_not_vote,other_did_not_vote,Somewhat unfavorable,Somewhat unfavorable,Somewhat Unfavorable,Somewhat Unfavorable,Donald Trump's attacks on local government funding would force many communities to close public libraries and community centers that families depend on.,0.506195185350317,987.0,Independent,0.06211882738207808
1,0,45.0,other_did_not_vote,other_did_not_vote,Never heard of/Not sure,Never heard of/Not sure,Very Unfavorable,Somewhat Favorable,Donald Trump's attacks on local government funding would force many communities to close public libraries and community centers that families depend on.,0.506195185350317,987.0,Independent,0.7007120748965258
1,0,45.0,Democrat Joe Biden,Democrat Kamala Harris,Very favorable,Very unfavorable,Very Unfavorable,Somewhat Favorable,Donald Trump's attacks on local government funding would force many communities to close public libraries and community centers that families depend on.,0.506195185350317,987.0,Democrat,0.5778688122915131
1,0,45.0,Democrat Joe Biden,Democrat Kamala Harris,Somewhat favorable,Somewhat unfavorable,Very Unfavorable,Somewhat Favorable,Donald Trump's attacks on local government funding would force many communities to close public libraries and community centers that families depend on.,0.506195185350317,987.0,Democrat,0.9238351770661903
1,0,45.0,other_did_not_vote,other_did_not_vote,Never heard of/Not sure,Never heard of/Not sure,Somewhat Unfavorable,Somewhat Unfavorable,Donald Trump's attacks on local government funding would force many communities to close public libraries and community centers that families depend on.,0.506195185350317,987.0,Independent,0.8923283800180404
1,0,45.0,Republican Donald Trump,other_did_not_vote,Somewhat unfavorable,Somewhat favorable,Somewhat Favorable,Somewhat Unfavorable,Donald Trump's attacks on local government funding would force many communities to close public libraries and community centers that families depend on.,0.506195185350317,987.0,Republican,0.8649583355788356
1,1,45.0,other_did_not_vote,other_did_not_vote,Somewhat unfavorable,Somewhat favorable,Very Favorable,Very Unfavorable,Donald Trump's attacks on local government funding would force many communities to close public libraries and community centers that families depend on.,0.506195185350317,987.0,Independent,0.7103911327708538
1,1,45.0,Republican Donald Trump,Republican Donald Trump,Very unfavorable,Somewhat favorable,Somewhat Favorable,Very Unfavorable,Donald Trump's attacks on local government funding would force many communities to close public libraries and community centers that families depend on.,0.506195185350317,987.0,Republican,0.5662540558232086
1,0,45.0,other_did_not_vote,other_did_not_vote,Somewhat unfavorable,Somewhat favorable,Somewhat Unfavorable,Very Unfavorable,Donald Trump's attacks on local government funding would force many communities to close public libraries and community centers that families depend on.,0.506195185350317,987.0,Republican,0.22667953941156826
1,0,45.0,Republican Donald Trump,Republican Donald Trump,Somewhat unfavorable,Somewhat unfavorable,Somewhat Favorable,Very Unfavorable,Donald Trump's attacks on local government funding would force many communities to close public libraries and community centers that families depend on.,0.506195185350317,987.0,Independent,0.9787954586463319
1,0,45.0,Democrat Joe Biden,other_did_not_vote,Very favorable,Very unfavorable,Very Unfavorable,Somewhat Favorable,Donald Trump's attacks on local government funding would force many communities to close public libraries and community centers that families depend on.,0.506195185350317,987.0,Democrat,0.8882427264991049
1,1,45.0,other_did_not_vote,other_did_not_vote,Very unfavorable,Somewhat favorable,Somewhat Favorable,Very Unfavorable,Donald Trump's attacks on local government funding would force many communities to close public libraries and community centers that families depend on.,0.506195185350317,987.0,Republican,0.964273438802053
1,0,45.0,other_did_not_vote,other_did_not_vote,Somewhat unfavorable,Very unfavorable,Very Unfavorable,Very Unfavorable,Donald Trump's attacks on local government funding would force many communities to close public libraries and community centers that families depend on.,0.506195185350317,987.0,Democrat,0.671202520395696
1,0,45.0,Republican Donald Trump,Republican Donald Trump,Very unfavorable,Somewhat unfavorable,Somewhat Favorable,Very Unfavorable,Donald Trump's attacks on local government funding would force many communities to close public libraries and community centers that families depend on.,0.506195185350317,987.0,Democrat,0.5358078884185753
1,0,45.0,Democrat Joe Biden,Democrat Kamala Harris,Very favorable,Very unfavorable,Very Unfavorable,Somewhat Favorable,Donald Trump's attacks on local government funding would force many communities to close public libraries and community centers that families depend on.,0.506195185350317,987.0,Independent,0.10947400431758902
1,1,45.0,Republican Donald Trump,Republican Donald Trump,Very unfavorable,Very favorable,Somewhat Favorable,Very Unfavorable,Donald Trump's attacks on local government funding would force many communities to close public libraries and community centers that families depend on.,0.506195185350317,987.0,Republican,0.7304951188259368
1,0,45.0,Democrat Joe Biden,other_did_not_vote,Somewhat favorable,Very unfavorable,Very Unfavorable,Very Favorable,Donald Trump's attacks on local government funding would force many communities to close public libraries and community centers that families depend on.,0.506195185350317,987.0,Democrat,0.45270145451649013
1,1,45.0,Republican Donald Trump,other_did_not_vote,Never heard of/Not sure,Never heard of/Not sure,Very Favorable,Very Unfavorable,Donald Trump's attacks on local government funding would force many communities to close public libraries and community centers that families depend on.,0.506195185350317,987.0,Republican,0.8282685331397258
1,0,45.0,Democrat Joe Biden,Democrat Kamala Harris,Somewhat unfavorable,Very unfavorable,Very Unfavorable,Somewhat Unfavorable,Donald Trump's attacks on local government funding would force many communities to close public libraries and community centers that families depend on.,0.506195185350317,987.0,Independent,0.17906621248342358
1,0,45.0,Democrat Joe Biden,Democrat Kamala Harris,Somewhat favorable,Somewhat unfavorable,Very Unfavorable,Somewhat Favorable,Donald Trump's attacks on local government funding would force many communities to close public libraries and community centers that families depend on.,0.506195185350317,987.0,Democrat,0.23831463298732503
1,0,45.0,other_did_not_vote,Democrat Kamala Harris,Somewhat favorable,Very unfavorable,Very Unfavorable,Somewhat Unfavorable,Donald Trump's attacks on local government funding would force many communities to close public libraries and community centers that families depend on.,0.506195185350317,987.0,Independent,0.3839397349715885
1,0,45.0,other_did_not_vote,Democrat Kamala Harris,Very favorable,Very unfavorable,Very Unfavorable,Very Favorable,Donald Trump's attacks on local government funding would force many communities to close public libraries and community centers that families depend on.,0.506195185350317,987.0,Democrat,0.7909376153197115
1,0,45.0,Democrat Joe Biden,Democrat Kamala Harris,Very favorable,Very unfavorable,Very Unfavorable,Somewhat Favorable,Donald Trump's attacks on local government funding would force many communities to close public libraries and community centers that families depend on.,0.506195185350317,987.0,Democrat,0.538033680989408
1,1,45.0,other_did_not_vote,other_did_not_vote,Very unfavorable,Somewhat favorable,Somewhat Favorable,Very Unfavorable,Donald Trump's attacks on local government funding would force many communities to close public libraries and community centers that families depend on.,0.506195185350317,987.0,Republican,0.8236274714727397
1,1,45.0,Republican Donald Trump,Republican Donald Trump,Very unfavorable,Somewhat favorable,Somewhat Favorable,Very Unfavorable,Donald Trump's attacks on local government funding would force many communities to close public libraries and community centers that families depend on.,0.506195185350317,987.0,Republican,0.9623438574411575
1,1,45.0,Republican Donald Trump,Republican Donald Trump,Very unfavorable,Somewhat unfavorable,Very Favorable,Very Unfavorable,Donald Trump's attacks on local government funding would force many communities to close public libraries and community centers that families depend on.,0.506195185350317,987.0,Independent,0.9772308511632862
1,1,45.0,other_did_not_vote,other_did_not_vote,Very unfavorable,Very unfavorable,Somewhat Favorable,Very Unfavorable,Donald Trump's attacks on local government funding would force many communities to close public libraries and community centers that families depend on.,0.506195185350317,987.0,Independent,0.4355069863254788
1,1,45.0,Republican Donald Trump,Republican Donald Trump,Very unfavorable,Very favorable,Very Favorable,Very Unfavorable,Donald Trump's attacks on local government funding would force many communities to close public libraries and community centers that families depend on.,0.506195185350317,987.0,Republican,0.038184208855782775
1,0,45.0,other_did_not_vote,Republican Donald Trump,Somewhat unfavorable,Somewhat unfavorable,Somewhat Unfavorable,Somewhat Unfavorable,Donald Trump's attacks on local government funding would force many communities to close public libraries and community centers that families depend on.,0.506195185350317,987.0,Independent,0.868652574189545
1,0,45.0,Democrat Joe Biden,Democrat Kamala Harris,Very favorable,Very unfavorable,Very Unfavorable,Very Favorable,Donald Trump's attacks on local government funding would force many communities to close public libraries and community centers that families depend on.,0.506195185350317,987.0,Democrat,0.12187626006180452
1,0,45.0,other_did_not_vote,other_did_not_vote,Somewhat favorable,Very unfavorable,Very Unfavorable,Very Favorable,Donald Trump's attacks on local government funding would force many communities to close public libraries and community centers that families depend on.,0.506195185350317,987.0,Democrat,0.32574752234781246
1,0,45.0,Democrat Joe Biden,Democrat Kamala Harris,Somewhat favorable,Somewhat unfavorable,Very Unfavorable,Somewhat Favorable,Donald Trump's attacks on local government funding would force many communities to close public libraries and community centers that families depend on.,0.506195185350317,987.0,Democrat,0.7198005162824402
1,1,45.0,Republican Donald Trump,Republican Donald Trump,Very unfavorable,Somewhat favorable,Very Favorable,Very Unfavorable,Donald Trump's attacks on local government funding would force many communities to close public libraries and community centers that families depend on.,0.506195185350317,987.0,Independent,0.48301901278695314
1,1,45.0,other_did_not_vote,other_did_not_vote,Very unfavorable,Somewhat favorable,Very Favorable,Very Unfavorable,Donald Trump's attacks on local government funding would force many communities to close public libraries and community centers that families depend on.,0.506195185350317,987.0,Democrat,0.836409043346312
1,1,45.0,other_did_not_vote,other_did_not_vote,Somewhat unfavorable,Somewhat unfavorable,Very Favorable,Somewhat Unfavorable,Donald Trump's attacks on local government funding would force many communities to close public libraries and community centers that families depend on.,0.506195185350317,987.0,Independent,0.740925236301326
1,0,45.0,Democrat Joe Biden,Democrat Kamala Harris,Somewhat unfavorable,Very unfavorable,Very Unfavorable,Very Unfavorable,Donald Trump's attacks on local government funding would force many communities to close public libraries and community centers that families depend on.,0.506195185350317,987.0,Independent,0.8891193646984475
1,0,45.0,Democrat Joe Biden,Democrat Kamala Harris,Somewhat unfavorable,Very unfavorable,Very Unfavorable,Somewhat Favorable,Donald Trump's attacks on local government funding would force many communities to close public libraries and community centers that families depend on.,0.506195185350317,987.0,Independent,0.30705414415507826
1,0,7.0,Democrat Joe Biden,Democrat Kamala Harris,Somewhat unfavorable,Somewhat unfavorable,Very Unfavorable,Very Favorable,Donald Trump's policy would shame kids whose families can't afford lunch by ending programs that let schools feed all students for free.,0.511730240712578,995.0,Democrat,0.2536005581241828
1,0,7.0,other_did_not_vote,other_did_not_vote,Somewhat favorable,Very unfavorable,Very Unfavorable,Somewhat Favorable,Donald Trump's policy would shame kids whose families can't afford lunch by ending programs that let schools feed all students for free.,0.511730240712578,995.0,Democrat,0.2405879130427485
1,0,7.0,Democrat Joe Biden,Democrat Kamala Harris,Somewhat unfavorable,Very unfavorable,Very Unfavorable,Somewhat Unfavorable,Donald Trump's policy would shame kids whose families can't afford lunch by ending programs that let schools feed all students for free.,0.511730240712578,995.0,Democrat,0.786110535997837
1,0,7.0,Democrat Joe Biden,Democrat Kamala Harris,Somewhat favorable,Very unfavorable,Very Unfavorable,Somewhat Favorable,Donald Trump's policy would shame kids whose families can't afford lunch by ending programs that let schools feed all students for free.,0.511730240712578,995.0,Independent,0.7212373923245248
1,0,7.0,other_did_not_vote,other_did_not_vote,Somewhat unfavorable,Somewhat unfavorable,Very Unfavorable,Somewhat Unfavorable,Donald Trump's policy would shame kids whose families can't afford lunch by ending programs that let schools feed all students for free.,0.511730240712578,995.0,Independent,0.7048996423720822
1,0,7.0,Democrat Joe Biden,Democrat Kamala Harris,Somewhat favorable,Very unfavorable,Very Unfavorable,Very Favorable,Donald Trump's policy would shame kids whose families can't afford lunch by ending programs that let schools feed all students for free.,0.511730240712578,995.0,Democrat,0.04929029774581084
1,1,7.0,Republican Donald Trump,Republican Donald Trump,Somewhat favorable,Somewhat favorable,Somewhat Favorable,Very Unfavorable,Donald Trump's policy would shame kids whose families can't afford lunch by ending programs that let schools feed all students for free.,0.511730240712578,995.0,Republican,0.6163255040301167
1,0,7.0,Democrat Joe Biden,Democrat Kamala Harris,Somewhat favorable,Somewhat unfavorable,Very Unfavorable,Very Favorable,Donald Trump's policy would shame kids whose families can't afford lunch by ending programs that let schools feed all students for free.,0.511730240712578,995.0,Republican,0.3272170094273714
1,0,7.0,Democrat Joe Biden,Democrat Kamala Harris,Very favorable,Somewhat unfavorable,Very Unfavorable,Very Favorable,Donald Trump's policy would shame kids whose families can't afford lunch by ending programs that let schools feed all students for free.,0.511730240712578,995.0,Democrat,0.26759258479342474
1,0,7.0,Democrat Joe Biden,Democrat Kamala Harris,Somewhat unfavorable,Very unfavorable,Very Unfavorable,Somewhat Favorable,Donald Trump's policy would shame kids whose families can't afford lunch by ending programs that let schools feed all students for free.,0.511730240712578,995.0,Independent,0.06587475128535714
1,0,7.0,other_did_not_vote,other_did_not_vote,Never heard of/Not sure,Never heard of/Not sure,Not sure/Never Heard of,Not sure/Never Heard of,Donald Trump's policy would shame kids whose families can't afford lunch by ending programs that let schools feed all students for free.,0.511730240712578,995.0,Independent,0.2819197677091244
1,0,7.0,Democrat Joe Biden,Democrat Kamala Harris,Somewhat favorable,Very unfavorable,Very Unfavorable,Very Favorable,Donald Trump's policy would shame kids whose families can't afford lunch by ending programs that let schools feed all students for free.,0.511730240712578,995.0,Democrat,0.019524290576892644
1,0,7.0,Democrat Joe Biden,Democrat Kamala Harris,Very favorable,Very unfavorable,Very Unfavorable,Very Favorable,Donald Trump's policy would shame kids whose families can't afford lunch by ending programs that let schools feed all students for free.,0.511730240712578,995.0,Democrat,0.14443812855069638
1,0,7.0,other_did_not_vote,Democrat Kamala Harris,Somewhat unfavorable,Very unfavorable,Very Unfavorable,Somewhat Favorable,Donald Trump's policy would shame kids whose families can't afford lunch by ending programs that let schools feed all students for free.,0.511730240712578,995.0,Democrat,0.5244972880533824
1,0,7.0,Republican Donald Trump,Democrat Kamala Harris,Very favorable,Very unfavorable,Very Unfavorable,Very Favorable,Donald Trump's policy would shame kids whose families can't afford lunch by ending programs that let schools feed all students for free.,0.511730240712578,995.0,Democrat,0.8940467377132985
1,1,7.0,Republican Donald Trump,Republican Donald Trump,Somewhat unfavorable,Somewhat favorable,Somewhat Favorable,Very Unfavorable,Donald Trump's policy would shame kids whose families can't afford lunch by ending programs that let schools feed all students for free.,0.511730240712578,995.0,Republican,0.3139583772207226
1,1,7.0,Republican Donald Trump,Republican Donald Trump,Very unfavorable,Very favorable,Very Favorable,Very Unfavorable,Donald Trump's policy would shame kids whose families can't afford lunch by ending programs that let schools feed all students for free.,0.511730240712578,995.0,Republican,0.07703431072693412
1,1,7.0,other_did_not_vote,other_did_not_vote,Very unfavorable,Very favorable,Somewhat Favorable,Very Unfavorable,Donald Trump's policy would shame kids whose families can't afford lunch by ending programs that let schools feed all students for free.,0.511730240712578,995.0,Republican,0.8462310612382985
1,0,7.0,Democrat Joe Biden,Democrat Kamala Harris,Very favorable,Very unfavorable,Very Unfavorable,Very Favorable,Donald Trump's policy would shame kids whose families can't afford lunch by ending programs that let schools feed all students for free.,0.511730240712578,995.0,Democrat,0.7882599529172641
1,1,7.0,Republican Donald Trump,Republican Donald Trump,Somewhat unfavorable,Very favorable,Somewhat Favorable,Very Unfavorable,Donald Trump's policy would shame kids whose families can't afford lunch by ending programs that let schools feed all students for free.,0.511730240712578,995.0,Republican,0.822958119527333
1,1,7.0,other_did_not_vote,other_did_not_vote,Very unfavorable,Somewhat favorable,Somewhat Favorable,Very Unfavorable,Donald Trump's policy would shame kids whose families can't afford lunch by ending programs that let schools feed all students for free.,0.511730240712578,995.0,Republican,0.04090868878404397
1,1,7.0,Republican Donald Trump,Republican Donald Trump,Very unfavorable,Somewhat favorable,Very Favorable,Very Unfavorable,Donald Trump's policy would shame kids whose families can't afford lunch by ending programs that let schools feed all students for free.,0.511730240712578,995.0,Republican,0.6185907870509166
1,1,7.0,other_did_not_vote,other_did_not_vote,Very unfavorable,Very favorable,Very Favorable,Very Unfavorable,Donald Trump's policy would shame kids whose families can't afford lunch by ending programs that let schools feed all students for free.,0.511730240712578,995.0,Republican,0.8207329887555408
1,0,118.0,Republican Donald Trump,other_did_not_vote,Somewhat unfavorable,Somewhat favorable,Somewhat Unfavorable,Very Unfavorable,"Donald Trump plans to cut assistance that helps homeless families find stable housing and get back on their feet, putting more kids at risk of living on the streets.",0.512046863832189,1056.0,Republican,0.10525539963623032
1,1,118.0,Republican Donald Trump,Republican Donald Trump,Somewhat unfavorable,Somewhat favorable,Somewhat Favorable,Somewhat Unfavorable,"Donald Trump plans to cut assistance that helps homeless families find stable housing and get back on their feet, putting more kids at risk of living on the streets.",0.512046863832189,1056.0,Independent,0.10321025323194954
1,0,118.0,Democrat Joe Biden,Democrat Kamala Harris,Somewhat favorable,Somewhat unfavorable,Very Unfavorable,Very Favorable,"Donald Trump plans to cut assistance that helps homeless families find stable housing and get back on their feet, putting more kids at risk of living on the streets.",0.512046863832189,1056.0,Democrat,0.604316111151463
1,0,118.0,Democrat Joe Biden,Democrat Kamala Harris,Very favorable,Very unfavorable,Very Unfavorable,Somewhat Favorable,"Donald Trump plans to cut assistance that helps homeless families find stable housing and get back on their feet, putting more kids at risk of living on the streets.",0.512046863832189,1056.0,Democrat,0.12030808339146148
1,1,118.0,Republican Donald Trump,Republican Donald Trump,Very unfavorable,Very favorable,Very Favorable,Very Unfavorable,"Donald Trump plans to cut assistance that helps homeless families find stable housing and get back on their feet, putting more kids at risk of living on the streets.",0.512046863832189,1056.0,Republican,0.17788447097675497
1,0,118.0,other_did_not_vote,Democrat Kamala Harris,Very favorable,Very unfavorable,Very Unfavorable,Very Favorable,"Donald Trump plans to cut assistance that helps homeless families find stable housing and get back on their feet, putting more kids at risk of living on the streets.",0.512046863832189,1056.0,Democrat,0.7312657010000224
1,0,118.0,Democrat Joe Biden,Democrat Kamala Harris,Somewhat favorable,Very unfavorable,Very Unfavorable,Somewhat Favorable,"Donald Trump plans to cut assistance that helps homeless families find stable housing and get back on their feet, putting more kids at risk of living on the streets.",0.512046863832189,1056.0,Independent,0.10816836077455039
1,1,118.0,Republican Donald Trump,Republican Donald Trump,Somewhat unfavorable,Somewhat favorable,Somewhat Favorable,Somewhat Unfavorable,"Donald Trump plans to cut assistance that helps homeless families find stable housing and get back on their feet, putting more kids at risk of living on the streets.",0.512046863832189,1056.0,Republican,0.7481077948921955
1,0,118.0,Democrat Joe Biden,Democrat Kamala Harris,Somewhat favorable,Very unfavorable,Very Unfavorable,Somewhat Unfavorable,"Donald Trump plans to cut assistance that helps homeless families find stable housing and get back on their feet, putting more kids at risk of living on the streets.",0.512046863832189,1056.0,Democrat,0.6370498416784696
1,1,118.0,Republican Donald Trump,Republican Donald Trump,Somewhat unfavorable,Somewhat unfavorable,Somewhat Favorable,Somewhat Unfavorable,"Donald Trump plans to cut assistance that helps homeless families find stable housing and get back on their feet, putting more kids at risk of living on the streets.",0.512046863832189,1056.0,Republican,0.508616372307429
1,0,118.0,other_did_not_vote,other_did_not_vote,Very favorable,Very unfavorable,Very Unfavorable,Very Unfavorable,"Donald Trump plans to cut assistance that helps homeless families find stable housing and get back on their feet, putting more kids at risk of living on the streets.",0.512046863832189,1056.0,Democrat,0.34937562627886887
1,1,118.0,other_did_not_vote,other_did_not_vote,Somewhat unfavorable,Never heard of/Not sure,Somewhat Unfavorable,Not sure/Never Heard of,"Donald Trump plans to cut assistance that helps homeless families find stable housing and get back on their feet, putting more kids at risk of living on the streets.",0.512046863832189,1056.0,Democrat,0.18869645243208977
1,1,118.0,Republican Donald Trump,Republican Donald Trump,Somewhat favorable,Somewhat favorable,Very Favorable,Very Unfavorable,"Donald Trump plans to cut assistance that helps homeless families find stable housing and get back on their feet, putting more kids at risk of living on the streets.",0.512046863832189,1056.0,Republican,0.6313930545128367
1,0,118.0,Democrat Joe Biden,Democrat Kamala Harris,Very favorable,Very unfavorable,Very Unfavorable,Very Favorable,"Donald Trump plans to cut assistance that helps homeless families find stable housing and get back on their feet, putting more kids at risk of living on the streets.",0.512046863832189,1056.0,Democrat,0.6351985741992836
1,0,118.0,Democrat Joe Biden,Democrat Kamala Harris,Somewhat unfavorable,Very unfavorable,Very Unfavorable,Somewhat Unfavorable,"Donald Trump plans to cut assistance that helps homeless families find stable housing and get back on their feet, putting more kids at risk of living on the streets.",0.512046863832189,1056.0,Independent,0.8960746046819651
